,Unnamed: 0,Unnamed: 0.1,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
13159,14787,21466,12294880,JE144078,02/17/2021 02:30:00 PM,010XX N LOCKWOOD AVE,0810,THEFT,OVER $500,STREET,False,False,1524,15,37.0,25,06,1140837.0,1906319.0,2021,02/24/2021 03:49:12 PM,41.899023579,-87.75815873100001,"(41.899023579, -87.758158731)"
13163,15121,21971,12299235,JE149674,02/07/2021 12:00:00 PM,031XX S NORMAL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,915,9,11.0,60,11,1173473.0,1884011.0,2021,02/25/2021 03:49:23 PM,41.837145901,-87.638950884,"(41.837145901, -87.638950884)"
13182,11323,16453,12286826,JE133631,02/04/2021 03:00:00 PM,083XX S COMMERCIAL AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,False,False,424,4,7.0,46,04A,1197636.0,1850405.0,2021,02/11/2021 03:47:49 PM,41.74435904,-87.551410154,"(41.74435904, -87.551410154)"
13193,32000,46582,12333912,JE191875,04/07/2021 01:57:00 AM,007XX S KOLMAR AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,False,1131,11,24.0,26,14,1146132.0,1896186.0,2021,04/14/2021 05:57:55 PM,41.871118397,-87.73896793600001,"(41.871118397, -87.738967936)"
13200,6301,9405,12277989,JE122623,01/15/2021 01:30:00 PM,045XX S KOMENSKY AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,815,8,14.0,57,11,1150114.0,1874240.0,2021,01/27/2021 03:52:04 PM,41.81081914,-87.724919177,"(41.81081914, -87.724919177)"
13209,12232,17760,12288874,JE135977,02/08/2021 01:11:00 PM,014XX S SPRINGFIELD AVE,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,True,False,1011,10,24.0,29,08B,1150613.0,1892792.0,2021,02/15/2021 03:50:56 PM,41.861718545,-87.722605049,"(41.861718545, -87.722605049)"
13226,33443,48720,12339403,JE197387,04/12/2021 04:02:00 PM,116XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,GAS STATION,False,False,532,5,9.0,53,06,1178927.0,1827640.0,2021,04/19/2021 05:20:48 PM,41.682334926,-87.62065173399999,"(41.682334926, -87.620651734)"
13232,23592,34287,12314898,JE168522,03/14/2021 04:00:00 AM,007XX N CENTRAL PARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1121,11,27.0,23,08B,1152252.0,1904605.0,2021,03/21/2021 04:49:58 PM,41.894102536,-87.71627675399999,"(41.894102536, -87.716276754)"
13233,31198,45399,12332461,JE189961,04/05/2021 10:18:00 AM,034XX W 76TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,835,8,18.0,70,04A,1154807.0,1854101.0,2021,04/12/2021 05:33:53 PM,41.755462271,-87.708242523,"(41.755462271, -87.708242523)"
13236,21334,30959,12309521,JE162042,03/07/2021 04:52:00 PM,051XX W NORTH AVE,041A,BATTERY,AGGRAVATED - HANDGUN,GAS STATION,False,False,2533,25,37.0,25,04B,1141672.0,1910146.0,2021,03/14/2021 04:50:05 PM,41.909509901,-87.754996996,"(41.909509901, -87.754996996)"
13238,26113,37942,12320844,JE175728,03/21/2021 10:30:00 PM,069XX W 64TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,812,8,23.0,64,08B,1131245.0,1860967.0,2021,03/28/2021 04:57:44 PM,41.774741287,-87.79443555,"(41.774741287, -87.79443555)"
13248,31884,46397,12335912,JE194244,04/07/2021 12:30:00 AM,007XX N MONTICELLO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,False,False,1112,11,27.0,23,14,1151918.0,1904687.0,2021,04/14/2021 05:57:55 PM,41.894334137,-87.71750127700001,"(41.894334137, -87.717501277)"
13275,30481,44327,12335107,JE193262,04/03/2021 08:00:00 PM,012XX W MADISON ST,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,False,False,1224,12,25.0,28,06,1168256.0,1900172.0,2021,04/10/2021 05:05:58 PM,41.88160719,-87.65762744700001,"(41.88160719, -87.657627447)"
13280,30715,44691,12332798,JE190403,04/04/2021 05:00:00 PM,064XX S ARTESIAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,825,8,16.0,66,14,1161146.0,1861944.0,2021,04/11/2021 05:07:26 PM,41.776855857,-87.68479479999999,"(41.776855857, -87.6847948)"
13283,28069,40809,12326061,JE182023,03/27/2021 05:00:00 PM,041XX W WASHINGTON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,1114,11,28.0,26,14,1148833.0,1900172.0,2021,04/03/2021 05:04:00 PM,41.882004688,-87.72894843200001,"(41.882004688, -87.728948432)"
13302,20025,28995,12307804,JE159477,03/04/2021 09:30:00 PM,002XX E 57TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,True,231,2,20.0,40,14,1178713.0,1867274.0,2021,03/11/2021 03:47:23 PM,41.79110031,-87.620232966,"(41.79110031, -87.620232966)"
13311,106,145,12284415,JE130690,02/02/2021 07:18:00 PM,0000X W HURON ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1832,18,42.0,8,11,1175956.0,1905064.0,2021,02/09/2021 03:47:29 PM,41.894861261,-87.629206166,"(41.894861261, -87.629206166)"
13326,22048,32038,12311264,JE164162,03/09/2021 06:25:00 PM,028XX W 19TH ST,0460,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,False,False,1022,10,12.0,30,08B,1157372.0,1890584.0,2021,03/16/2021 04:52:52 PM,41.855524939,-87.69785379999999,"(41.855524939, -87.6978538)"
13329,18619,26922,12303904,JE155202,02/28/2021 12:00:00 PM,022XX W Wilson Ave,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1911,19,47.0,4,06,1160520.0,1930474.0,2021,03/07/2021 03:52:28 PM,41.964921607,-87.68519274799999,"(41.964921607, -87.685192748)"
13336,24558,35686,12321288,JE176387,03/15/2021 12:00:00 PM,015XX W 86TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,614,6,21.0,71,14,1167669.0,1847703.0,2021,03/24/2021 05:02:44 PM,41.737639143,-87.66128948,"(41.737639143, -87.66128948)"
13343,14588,21180,12294027,JE142971,02/16/2021 11:04:00 AM,073XX S PRAIRIE AVE,0560,ASSAULT,SIMPLE,STREET,False,False,323,3,6.0,69,08A,1179308.0,1856481.0,2021,02/23/2021 03:48:18 PM,41.76146966,-87.61838027,"(41.76146966, -87.61838027)"
13345,23347,33943,12318407,JE172759,01/04/2021 12:00:00 AM,051XX W JACKSON BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,NURSING / RETIREMENT HOME,False,False,1533,15,28.0,25,11,1142017.0,1898181.0,2021,03/20/2021 04:49:02 PM,41.876670128,-87.75402636700001,"(41.876670128, -87.754026367)"
13360,22181,32224,12311569,JE164426,03/10/2021 01:16:00 AM,007XX E 83RD ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,632,6,6.0,44,04B,1182451.0,1850116.0,2021,03/17/2021 04:51:25 PM,41.743931165,-87.60705792899999,"(41.743931165, -87.607057929)"
13379,33425,48694,12338827,JE197761,04/12/2021 10:30:00 AM,060XX S EBERHART AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,313,3,20.0,42,08B,1180634.0,1865058.0,2021,04/19/2021 05:20:48 PM,41.78497546,-87.61325720100001,"(41.78497546, -87.613257201)"
13386,28968,42147,12328992,JE185174,03/30/2021 07:00:00 PM,020XX N DAMEN AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1432,14,32.0,22,06,1162695.0,1913767.0,2021,04/06/2021 05:03:58 PM,41.919031238,-87.67766568299999,"(41.919031238, -87.677665683)"
13389,8571,12660,12282730,JE128567,01/26/2021 01:00:00 PM,061XX N SHERIDAN RD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,2433,24,48.0,77,11,1168522.0,1940739.0,2021,02/02/2021 03:48:32 PM,41.992919165,-87.655472861,"(41.992919165, -87.655472861)"
13399,25656,37279,12319428,JE174037,03/20/2021 05:30:00 AM,050XX W WASHINGTON BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,1533,15,28.0,25,06,1142711.0,1900032.0,2021,03/27/2021 04:58:28 PM,41.88173662,-87.751432105,"(41.88173662, -87.751432105)"
13401,2699,4061,12265029,JE107615,01/09/2021 04:15:00 AM,049XX W RACE AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,SIDEWALK,False,True,1532,15,37.0,25,04B,1143295.0,1903209.0,2021,01/16/2021 03:52:53 PM,41.890443803,-87.749208235,"(41.890443803, -87.749208235)"
13409,31540,45904,12333729,JE191553,04/06/2021 06:13:00 PM,0000X W 79TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,False,False,623,6,17.0,44,04B,1177177.0,1852624.0,2021,04/13/2021 05:27:07 PM,41.750933942,-87.6263067,"(41.750933942, -87.6263067)"
13416,32282,47015,12339523,JE198609,04/08/2021 08:34:00 PM,012XX W CORNELIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1924,19,44.0,6,08B,1167407.0,1923378.0,2021,04/15/2021 05:38:17 PM,41.945304151,-87.66007603899999,"(41.945304151, -87.660076039)"
13426,12397,18024,12289570,JE137306,02/09/2021 06:10:00 PM,057XX S CICERO AVE,0460,BATTERY,SIMPLE,AIRCRAFT,False,False,813,8,13.0,56,08B,1145654.0,1866253.0,2021,02/16/2021 03:52:33 PM,41.788987036,-87.74147999,"(41.788987036, -87.74147999)"
13431,7186,10671,12275775,JE119945,01/22/2021 07:00:00 AM,022XX E 67TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,331,3,5.0,43,14,1192153.0,1860978.0,2021,01/29/2021 03:46:26 PM,41.773507169,-87.571156871,"(41.773507169, -87.571156871)"
13432,21644,31436,12310472,JE163196,03/08/2021 07:53:00 PM,084XX S COLFAX AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,423,4,7.0,46,14,1194966.0,1849526.0,2021,03/15/2021 04:48:08 PM,41.742013153,-87.56122203299999,"(41.742013153, -87.561222033)"
13433,9978,14559,12283008,JE128562,01/30/2021 12:00:00 AM,021XX S HOMAN AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,1024,10,24.0,30,08B,1154027.0,1889588.0,2021,02/06/2021 03:52:06 PM,41.852859077,-87.71015812700001,"(41.852859077, -87.710158127)"
13443,20644,29953,12311968,JE165005,03/05/2021 09:00:00 PM,047XX N MALDEN ST,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1913,19,46.0,3,06,1166613.0,1931589.0,2021,03/12/2021 03:54:10 PM,41.967852547,-87.662758305,"(41.967852547, -87.662758305)"
13459,27114,39397,12322735,JE177961,03/24/2021 01:11:00 AM,116XX S SANGAMON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,524,5,34.0,53,08B,1172086.0,1827445.0,2021,03/31/2021 04:59:47 PM,41.681952377,-87.645699478,"(41.681952377, -87.645699478)"
13460,5022,7501,12275270,JE119210,01/12/2021 04:45:00 PM,0000X N WELLS ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,122,1,42.0,32,06,1174726.0,1900671.0,2021,01/23/2021 03:52:14 PM,41.882834231,-87.633855092,"(41.882834231, -87.633855092)"
13465,1942,2903,12262880,JE105148,01/06/2021 08:30:00 AM,102XX S LAFAYETTE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,511,5,9.0,49,06,1177728.0,1837069.0,2021,01/16/2021 03:49:23 PM,41.708236595,-87.624756814,"(41.708236595, -87.624756814)"
13472,20326,29457,12307643,JE159068,03/04/2021 02:30:00 PM,035XX S COTTAGE GROVE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,212,2,4.0,36,08A,1181307.0,1881665.0,2021,03/11/2021 03:47:23 PM,41.830530933,-87.610277459,"(41.830530933, -87.610277459)"
13488,22740,33072,12312399,JE165497,03/11/2021 12:54:00 AM,037XX W SHAKESPEARE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2525,25,35.0,22,08B,1151018.0,1914028.0,2021,03/18/2021 04:52:21 PM,41.919984413,-87.72056165,"(41.919984413, -87.72056165)"
13500,17585,25474,12301719,JE152643,02/25/2021 08:00:00 PM,130XX S EBERHART AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,533,5,9.0,54,14,1181733.0,1818947.0,2021,03/04/2021 03:52:04 PM,41.658415897,-87.61064705700001,"(41.658415897, -87.610647057)"
13520,14805,21492,12294861,JE144059,02/17/2021 04:00:00 PM,047XX S THROOP ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,933,9,20.0,61,08A,1168461.0,1873303.0,2021,02/24/2021 03:49:12 PM,41.807871767,-87.657650924,"(41.807871767, -87.657650924)"
13535,30618,44541,12331912,JE189367,04/04/2021 04:15:00 PM,132XX S ELLIS AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,533,5,9.0,54,06,1185544.0,1817596.0,2021,04/11/2021 05:07:26 PM,41.654620027,-87.59674409899999,"(41.654620027, -87.596744099)"
13537,4746,7100,12270262,JE113667,01/15/2021 01:30:00 PM,001XX S FRANKLIN ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,COMMERCIAL / BUSINESS OFFICE,False,False,122,1,42.0,32,11,1174350.0,1899696.0,2021,01/22/2021 03:48:10 PM,41.880167173,-87.635264886,"(41.880167173, -87.635264886)"
13555,16976,24613,12300332,JE150993,02/24/2021 12:46:00 PM,015XX S DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1233,12,28.0,28,14,1163283.0,1892617.0,2021,03/03/2021 03:47:36 PM,41.860981589,-87.676100506,"(41.860981589, -87.676100506)"
13556,13488,19600,12290309,JE138019,02/10/2021 02:55:00 PM,050XX S EAST END AVE,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,222,2,5.0,39,08A,1188165.0,1871757.0,2021,02/19/2021 03:45:56 PM,41.803181616,-87.585432024,"(41.803181616, -87.585432024)"
13559,16164,23441,12299132,JE148481,02/21/2021 06:00:00 PM,035XX W 59TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,False,822,8,23.0,66,14,1153869.0,1864936.0,2021,02/28/2021 03:48:02 PM,41.785213857,-87.711392956,"(41.785213857, -87.711392956)"
13565,5967,8926,12273182,JE117023,01/19/2021 11:30:00 AM,049XX W WALTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1531,15,37.0,25,08B,1143162.0,1905857.0,2021,01/26/2021 03:51:22 PM,41.897712707,-87.749630522,"(41.897712707, -87.749630522)"
13569,33345,48579,12339105,JE197965,04/12/2021 12:10:00 PM,049XX S PRINCETON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,False,935,9,3.0,37,08B,1175119.0,1872302.0,2021,04/19/2021 05:20:48 PM,41.804978693,-87.633261141,"(41.804978693, -87.633261141)"
13574,19418,28136,12305198,JE156618,03/02/2021 08:55:00 AM,079XX S LUELLA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,414,4,7.0,46,14,1192574.0,1852843.0,2021,03/09/2021 03:54:03 PM,41.751173846,-87.569878279,"(41.751173846, -87.569878279)"
13589,16741,24277,12299892,JE150503,02/23/2021 11:00:00 PM,058XX S PAULINA ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,True,715,7,15.0,67,04B,1166006.0,1866112.0,2021,03/02/2021 03:50:05 PM,41.788191418,-87.666859716,"(41.788191418, -87.666859716)"
13598,13588,19747,12292000,JE140319,02/12/2021 11:13:00 PM,092XX S LA SALLE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,True,True,634,6,21.0,49,14,1176903.0,1843702.0,2021,02/19/2021 03:48:53 PM,41.726457034,-87.627578883,"(41.726457034, -87.627578883)"
13605,6111,9137,12277345,JE121831,01/10/2021 12:01:00 AM,052XX W ARGYLE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1623,16,45.0,11,11,1140555.0,1932752.0,2021,01/26/2021 03:48:59 PM,41.971563588,-87.758543589,"(41.971563588, -87.758543589)"
13612,6615,9853,12275171,JE119342,01/21/2021 05:45:00 PM,001XX N MAYFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1512,15,29.0,25,14,1137142.0,1900343.0,2021,01/28/2021 03:49:05 PM,41.882691843,-87.771874176,"(41.882691843, -87.771874176)"
13613,18952,27445,12304736,JE156271,03/01/2021 06:45:00 PM,097XX S UNION AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2223,22,34.0,73,08B,1173357.0,1840295.0,2021,03/08/2021 03:55:51 PM,41.717186792,-87.640668597,"(41.717186792, -87.640668597)"
13614,10766,15639,12286738,JE133545,01/10/2021 12:00:00 PM,075XX S ST LOUIS AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,835,8,18.0,70,11,1154352.0,1854258.0,2021,02/09/2021 03:44:55 PM,41.755902164,-87.709905832,"(41.755902164, -87.709905832)"
13644,2416,3629,12263086,JE104676,01/05/2021 06:15:00 PM,012XX N WELLS ST,0870,THEFT,POCKET-PICKING,GROCERY FOOD STORE,False,False,1821,18,2.0,8,06,1174483.0,1908628.0,2021,01/16/2021 03:49:23 PM,41.904674107,-87.63450941200001,"(41.904674107, -87.634509412)"
13657,16180,23461,12298006,JE148132,02/21/2021 02:45:00 AM,090XX S DAUPHIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,False,633,6,8.0,44,14,1183733.0,1845372.0,2021,02/28/2021 03:48:02 PM,41.730883317,-87.60250822399999,"(41.730883317, -87.602508224)"
13662,12295,17861,12289108,JE135980,02/08/2021 09:00:00 AM,024XX N DRAKE AVE,0810,THEFT,OVER $500,STREET,False,False,1413,14,35.0,22,06,1152301.0,1916066.0,2021,02/15/2021 03:50:56 PM,41.925551606,-87.71579373899999,"(41.925551606, -87.715793739)"
13675,30490,44339,12331905,JE188673,04/03/2021 08:49:00 PM,073XX S HARVARD AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,False,731,7,6.0,69,04B,1175228.0,1856251.0,2021,04/10/2021 05:05:58 PM,41.760930594,-87.63334061200001,"(41.760930594, -87.633340612)"
13721,160,226,12265043,JE107420,01/07/2021 10:00:00 AM,034XX N NORMANDY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1632,16,38.0,17,08B,1131138.0,1922048.0,2021,01/16/2021 03:49:23 PM,41.94235882,-87.79341974,"(41.94235882, -87.79341974)"
13725,17985,26035,12302084,JE152904,02/26/2021 12:15:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,111,1,42.0,32,06,1176352.0,1900927.0,2021,03/05/2021 03:49:32 PM,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
13729,9824,14335,12282140,JE127751,01/30/2021 02:00:00 PM,018XX W ROSCOE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,1922,19,47.0,5,11,1163498.0,1922605.0,2021,02/06/2021 03:52:06 PM,41.943266352,-87.674465841,"(41.943266352, -87.674465841)"
13742,1464,2174,12264854,JE107407,01/08/2021 08:50:00 PM,006XX S WABASH AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,123,1,4.0,32,08B,1176895.0,1897458.0,2021,01/16/2021 03:49:23 PM,41.873968788,-87.62598776899999,"(41.873968788, -87.625987769)"
13749,21177,30724,12309060,JE161517,03/07/2021 03:06:00 AM,009XX S INDEPENDENCE BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1133,11,24.0,29,08B,1151401.0,1895678.0,2021,03/14/2021 04:50:05 PM,41.869622643,-87.719636681,"(41.869622643, -87.719636681)"
13768,14000,20327,12292053,JE140370,02/13/2021 01:31:00 AM,080XX S SOUTH SHORE DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,422,4,7.0,46,08B,1198550.0,1852186.0,2021,02/20/2021 03:50:23 PM,41.749223392,-87.54800167200001,"(41.749223392, -87.548001672)"
13770,19627,28430,12305975,JE157826,03/03/2021 11:45:00 AM,051XX S PULASKI RD,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,False,False,815,8,23.0,62,14,1150571.0,1870205.0,2021,03/10/2021 03:48:52 PM,41.799737621,-87.723347962,"(41.799737621, -87.723347962)"
13779,34072,49654,12340113,JE199143,04/14/2021 11:45:00 AM,095XX S EUCLID AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,431,4,7.0,51,08B,1190847.0,1842093.0,2021,04/21/2021 04:52:37 PM,41.721716705,-87.576553159,"(41.721716705, -87.576553159)"
13781,34114,49721,12344772,JE204732,02/18/2021 06:00:00 PM,061XX N DAMEN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,2413,24,40.0,2,11,1161878.0,1940925.0,2021,04/21/2021 04:52:37 PM,41.993571267,-87.67990660299999,"(41.993571267, -87.679906603)"
13797,21715,31544,12311000,JE163844,03/09/2021 12:30:00 PM,050XX W 47TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,814,8,22.0,56,11,1143669.0,1873004.0,2021,03/16/2021 04:52:52 PM,41.80755014,-87.748590044,"(41.80755014, -87.748590044)"
13805,11210,16299,12289217,JE136787,02/02/2021 10:29:00 AM,024XX N LINCOLN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,DRUG STORE,False,False,1932,19,43.0,7,11,1170359.0,1916338.0,2021,02/11/2021 03:45:22 PM,41.925921947,-87.649432101,"(41.925921947, -87.649432101)"
13812,31029,45154,12333238,JE190937,04/05/2021 06:00:00 PM,0000X E CHICAGO AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESTAURANT,False,False,1833,18,42.0,8,04B,1176365.0,1905732.0,2021,04/12/2021 05:33:53 PM,41.896685066,-87.627683859,"(41.896685066, -87.627683859)"
13817,9900,14442,12281768,JE127228,01/30/2021 02:54:00 AM,034XX W 23RD ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,1024,10,22.0,30,04B,1153630.0,1888496.0,2021,02/06/2021 03:52:06 PM,41.849870398,-87.71164427,"(41.849870398, -87.71164427)"
13822,1049,1543,12265018,JE107567,01/07/2021 02:00:00 PM,021XX N PARKSIDE AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,2515,25,36.0,19,06,1138368.0,1913842.0,2021,01/16/2021 03:49:23 PM,41.91971264,-87.767044991,"(41.91971264, -87.767044991)"
13832,29258,42566,12329382,JE186013,03/31/2021 09:30:00 PM,080XX S ESCANABA AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,422,4,7.0,46,06,1196897.0,1852134.0,2021,04/07/2021 05:14:05 PM,41.749121942,-87.55406049999999,"(41.749121942, -87.5540605)"
13835,33817,49284,12339205,JE198201,04/13/2021 12:30:00 PM,024XX W ARTHINGTON ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1135,11,28.0,28,06,1160263.0,1895969.0,2021,04/20/2021 04:49:35 PM,41.87024271,-87.687093659,"(41.87024271, -87.687093659)"
13849,2590,3890,12265831,JE108610,01/09/2021 06:00:00 PM,005XX N KEDZIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1221,12,27.0,23,14,1154946.0,1903463.0,2021,01/16/2021 03:52:53 PM,41.890915187,-87.706413142,"(41.890915187, -87.706413142)"
13861,14468,21012,12296047,JE142984,02/16/2021 10:40:00 AM,078XX S EAST END AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,414,4,8.0,43,08B,1188896.0,1853378.0,2021,02/23/2021 03:48:18 PM,41.752730702,-87.583339011,"(41.752730702, -87.583339011)"
13869,8245,12224,12278168,JE122790,01/25/2021 11:55:00 AM,063XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,312,3,20.0,69,08B,1180014.0,1862874.0,2021,02/02/2021 03:46:23 PM,41.778996578000005,-87.615597205,"(41.778996578, -87.615597205)"
13874,12841,18678,12291929,JE140214,02/12/2021 08:26:00 PM,078XX S SPAULDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,835,8,18.0,70,08B,1155744.0,1852425.0,2021,02/19/2021 03:48:53 PM,41.750844323,-87.70485348700001,"(41.750844323, -87.704853487)"
13888,14371,20868,12293291,JE141995,02/15/2021 02:49:00 AM,022XX N PARKSIDE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2515,25,36.0,19,08B,1138353.0,1914254.0,2021,02/22/2021 03:49:17 PM,41.920843486,-87.767090109,"(41.920843486, -87.767090109)"
13901,6659,9914,12275753,JE119771,01/21/2021 04:00:00 PM,077XX S EAST END AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,414,4,8.0,43,11,1188880.0,1853980.0,2021,01/28/2021 03:49:05 PM,41.754383027,-87.58337841299999,"(41.754383027, -87.583378413)"
13909,28220,41046,12328669,JE182142,03/28/2021 10:06:00 AM,079XX S BISHOP ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,612,6,21.0,71,08A,1168048.0,1852021.0,2021,04/04/2021 05:01:16 PM,41.749480215,-87.659777095,"(41.749480215, -87.659777095)"
13915,3893,5869,12270003,JE113326,01/13/2021 07:00:00 PM,015XX S PRAIRIE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - GARAGE,False,False,132,1,3.0,33,06,1178341.0,1893005.0,2021,01/20/2021 03:53:42 PM,41.861716671,-87.620814506,"(41.861716671, -87.620814506)"
13951,20503,29740,12309973,JE162533,03/05/2021 04:00:00 PM,004XX S DESPLAINES ST,0810,THEFT,OVER $500,CONSTRUCTION SITE,False,False,124,1,25.0,28,06,1172009.0,1897872.0,2021,03/12/2021 03:54:10 PM,41.875213922,-87.643914494,"(41.875213922, -87.643914494)"
